αι ;;0.02024212087213727
 κα;;0.01320445326659187
και;;0.011007633947135113
 το;;0.01039566285100073
ον ;;0.009799383321433895
 ου;;0.007461339902869203
ων ;;0.0071318170049506895
ου ;;0.007014130255694077
ι τ;;0.006833677240167272
ν τ;;0.006606149524937822
ιν ;;0.00626093506045176
εν ;;0.006245243493884212
αυτ;;0.006104019394776277
ειν;;0.006064790478357407
ν ε;;0.006049098911789858
του;;0.006002024212087214
 ει;;0.005845108546411731
μεν;;0.005821571196560409
τα ;;0.005774496496857764
ι ε;;0.005735267580438893
ος ;;0.0055940434813309585
ν α;;0.005468510948790572
ις ;;0.005233137450277348
ι α;;0.005225291666993574
το ;;0.00517821696729093
ει ;;0.0048879229857912865
 αν;;0.004707469970264481
ην ;;0.004574091654440321
ως ;;0.004519171171453902
τι ;;0.004479942255035031
ς ε;;0.004440713338616161
αλλ;;0.004409330205481064
 αλ;;0.004346563939210871
αν ;;0.004330872372643323
ι ο;;0.004275951889656904
υτο;;0.004228877189954259
 αυ;;0.004181802490251615
οι ;;0.0041425735738327436
ν ο;;0.004064115740995002
ς α;;0.003915045858603293
 με;;0.003883662725468197
ουτ;;0.0038601253756168747
 τα;;0.0037895133260629076
 πα;;0.0037424386263602625
ωι ;;0.0037345928430764885
δε ;;0.0037189012765089405
τε ;;0.003687518143373844
 η ;;0.0036796723600900695
 δε;;0.003640443443671199
ς τ;;0.003640443443671199
ας ;;0.003632597660387425
των;;0.003577677177401006
ν κ;;0.0035149109111308127
ι π;;0.0034442988615768456
ι κ;;0.003232462712914944
τον;;0.0032089253630636213
ναι;;0.003177542229928525
 τι;;0.003122621746942106
 εν;;0.0030990843970907836
ης ;;0.003059855480671913
α τ;;0.002887248248428882
 τω;;0.0027852530657398182
τοι;;0.0027617157158884957
περ;;0.002730332582753399
 τε;;0.0026832578830507546
ται;;0.002651874749915658
ηι ;;0.0026361831833481095
 τη;;0.0026283374000643355
 πο;;0.0026204916167805615
ν π;;0.0025734169170779165
υτω;;0.0025577253505103684
 απ;;0.0025184964340914974
 επ;;0.002479267517672627
 πρ;;0.0024478843845375303
ς ο;;0.0024400386012537563
ινα;;0.0024165012514024337
ρον;;0.0024086554681186597
 εκ;;0.002369426551699789
ι δ;;0.002369426551699789
 δι;;0.002330197635280918
υν ;;0.00231450606871337
ς κ;;0.0022360482358756285
οντ;;0.002196819319456758
υς ;;0.00218112775288921
θαι;;0.0021732819696054354
την;;0.0021497446197541134
σθα;;0.0021497446197541134
ντα;;0.002118361486619017
ι μ;;0.002118361486619017
κει;;0.0021105157033352424
 γε;;0.0021105157033352424
αντ;;0.0021026699200514683
τωι;;0.0020869783534839203
 οι;;0.0020869783534839203
 εφ;;0.0020869783534839203
αρ ;;0.002079132570200146
ν η;;0.0020399036537812752
ους;;0.0020163663039299527
ουν;;0.0019928289540786306
 μη;;0.0019928289540786306
ν δ;;0.001977137387511082
 ο ;;0.001969291604227308
εφη;;0.001961445820943534
α ε;;0.0019536000376597596
 πε;;0.0019536000376597596
ανα;;0.0019457542543759856
φη ;;0.0019300626878084373
 σω;;0.0019222169045246633
ενο;;0.0018672964215382443
ι η;;0.0018672964215382443
ες ;;0.0018594506382544702
δη ;;0.001851604854970696
τερ;;0.001851604854970696
ια ;;0.001851604854970696
εις;;0.001843759071686922
λεγ;;0.0017966843719842771
παν;;0.0017574554555654064
ομε;;0.0017574554555654064
λλα;;0.0017574554555654064
γαρ;;0.001741763888997858
ε κ;;0.001741763888997858
 γα;;0.001733918105714084
ιον;;0.0017260723224303098
προ;;0.0017103807558627615
εστ;;0.0016946891892952133
οις;;0.0016946891892952133
υτα;;0.0016868434060114392
γε ;;0.0016633060561601167
τιν;;0.0016476144895925685
